ds,department,y
2023-10-05,Books,650.6800000000001
2023-10-05,Home Essentials,4076.31
2023-10-06,Books,2358.45
2023-10-06,Clothing,8454.25
2023-10-06,Food,14840.95
2023-10-06,Home Essentials,3691.0099999999998
2023-10-06,Kitchen & Cooking,0.0
2023-10-06,Small Electronics,1575.15
2023-10-06,Stationery,2382.32
2023-10-06,Utensils,2170.2200000000003
2023-10-07,Utensils,1475.34
2023-10-07,Stationery,1536.75
2023-10-07,Small Electronics,1365.8600000000001
2023-10-07,Kitchen & Cooking,6850.57
2023-10-07,Home Essentials,4287.2699999999995
2023-10-07,Clothing,3236.65
2023-10-07,Books,466.63
2023-10-07,Food,17674.1
2023-10-08,Books,0.0
2023-10-08,Clothing,7495.42
2023-10-08,Food,9594.64
2023-10-08,Home Essentials,3940.09
2023-10-08,Kitchen & Cooking,1492.18
2023-10-08,Small Electronics,5502.450000000001
2023-10-08,Stationery,1683.5500000000002
2023-10-08,Utensils,2407.74
2023-10-09,Stationery,521.99
2023-10-09,Utensils,935.8
2023-10-09,Small Electronics,5961.89
2023-10-09,Kitchen & Cooking,2399.66
2023-10-09,Food,17089.3
2023-10-09,Clothing,5062.29
2023-10-09,Books,2638.09
2023-10-09,Home Essentials,3623.09
2023-10-10,Utensils,2353.77
2023-10-10,Stationery,1718.75
2023-10-10,Kitchen & Cooking,3283.04
2023-10-10,Small Electronics,170.65
2023-10-10,Food,15635.44
2023-10-10,Clothing,3249.2
2023-10-10,Books,1703.32
2023-10-10,Home Essentials,5080.589999999999
2023-10-11,Stationery,1173.74
2023-10-11,Books,0.0
2023-10-11,Clothing,6714.76
2023-10-11,Food,15446.5
2023-10-11,Home Essentials,4668.25
2023-10-11,Kitchen & Cooking,4579.5599999999995
2023-10-11,Small Electronics,6173.240000000001
2023-10-11,Utensils,2498.7
2023-10-12,Utensils,2874.89
2023-10-12,Small Electronics,6115.45
2023-10-12,Kitchen & Cooking,180.1
2023-10-12,Stationery,1393.79
2023-10-12,Food,14728.56
2023-10-12,Clothing,10011.800000000001
2023-10-12,Books,2320.44
2023-10-12,Home Essentials,2375.11
2023-10-13,Books,2298.5
2023-10-13,Clothing,5651.200000000001
2023-10-13,Food,12353.470000000001
2023-10-13,Home Essentials,3601.98
2023-10-13,Kitchen & Cooking,2343.09
2023-10-13,Small Electronics,334.78
2023-10-13,Stationery,1103.78
2023-10-13,Utensils,2518.7400000000002
2023-10-14,Utensils,2485.77
2023-10-14,Stationery,1702.31
2023-10-14,Small Electronics,671.28
2023-10-14,Kitchen & Cooking,4819.62
2023-10-14,Food,15874.29
2023-10-14,Clothing,1725.25
2023-10-14,Books,775.88
2023-10-14,Home Essentials,4436.34
2023-10-15,Utensils,8021.11
2023-10-15,Books,1216.6399999999999
2023-10-15,Clothing,10732.92
2023-10-15,Food,20566.08
2023-10-15,Home Essentials,2220.36
2023-10-15,Kitchen & Cooking,6391.58
2023-10-15,Small Electronics,4573.62
2023-10-15,Stationery,1577.6399999999999
2023-10-16,Stationery,664.89
2023-10-16,Small Electronics,10319.619999999999
2023-10-16,Utensils,3669.67
2023-10-16,Kitchen & Cooking,4235.23
2023-10-16,Home Essentials,2850.48
2023-10-16,Food,15120.939999999999
2023-10-16,Clothing,8133.0599999999995
2023-10-16,Books,835.24
2023-10-17,Books,771.2
2023-10-17,Clothing,8522.11
2023-10-17,Food,17373.95
2023-10-17,Home Essentials,2745.91
2023-10-17,Kitchen & Cooking,4008.1499999999996
2023-10-17,Small Electronics,2902.05
2023-10-17,Stationery,1142.59
2023-10-17,Utensils,2916.11
2023-10-18,Utensils,1537.1799999999998
2023-10-18,Stationery,1393.01
2023-10-18,Small Electronics,2797.48
2023-10-18,Kitchen & Cooking,2130.56
2023-10-18,Food,19441.92
2023-10-18,Clothing,8944.57
2023-10-18,Books,278.55
2023-10-18,Home Essentials,3644.9300000000003
2023-10-19,Books,2244.07
2023-10-19,Clothing,6275.47
2023-10-19,Food,19318.83
2023-10-19,Home Essentials,1716.4
2023-10-19,Kitchen & Cooking,7050.84
2023-10-19,Small Electronics,7251.64
2023-10-19,Stationery,1048.37
2023-10-19,Utensils,3333.49
2023-10-20,Small Electronics,2337.98
2023-10-20,Utensils,2471.44
2023-10-20,Stationery,1445.75
2023-10-20,Kitchen & Cooking,5632.61
2023-10-20,Books,445.42
2023-10-20,Food,21502.15
2023-10-20,Clothing,9558.23
2023-10-20,Home Essentials,5782.96
2023-10-21,Books,1259.37
2023-10-21,Clothing,9083.44
2023-10-21,Food,21925.73
2023-10-21,Home Essentials,3355.19
2023-10-21,Kitchen & Cooking,3733.7999999999997
2023-10-21,Small Electronics,4941.83
2023-10-21,Stationery,2158.06
2023-10-21,Utensils,5264.15
2023-10-22,Utensils,6272.509999999999
2023-10-22,Stationery,1688.76
2023-10-22,Small Electronics,2531.49
2023-10-22,Kitchen & Cooking,2122.69
2023-10-22,Books,0.0
2023-10-22,Food,19859.7
2023-10-22,Clothing,3731.9900000000002
2023-10-22,Home Essentials,5357.68
2023-10-23,Small Electronics,6774.83
2023-10-23,Utensils,2641.95
2023-10-23,Stationery,1279.1399999999999
2023-10-23,Kitchen & Cooking,8095.01
2023-10-23,Home Essentials,5672.21
2023-10-23,Food,14554.59
2023-10-23,Clothing,759.46
2023-10-23,Books,529.8499999999999
2023-10-24,Stationery,1584.93
2023-10-24,Small Electronics,5936.63
2023-10-24,Kitchen & Cooking,6663.37
2023-10-24,Utensils,1859.81
2023-10-24,Food,16730.05
2023-10-24,Clothing,5251.08
2023-10-24,Books,2449.1499999999996
2023-10-24,Home Essentials,1693.82
2023-10-25,Books,109.89
2023-10-25,Clothing,9238.78
2023-10-25,Food,17608.22
2023-10-25,Home Essentials,2537.75
2023-10-25,Kitchen & Cooking,6382.51
2023-10-25,Small Electronics,6399.96
2023-10-25,Stationery,1329.1799999999998
2023-10-25,Utensils,3573.39
2023-10-26,Small Electronics,5717.04
2023-10-26,Stationery,1459.46
2023-10-26,Kitchen & Cooking,6746.67
2023-10-26,Utensils,2141.21
2023-10-26,Food,17941.84
2023-10-26,Clothing,4605.85
2023-10-26,Books,1280.05
2023-10-26,Home Essentials,2979.9
2023-10-27,Books,0.0
2023-10-27,Clothing,8672.06
2023-10-27,Food,11250.02
2023-10-27,Home Essentials,2954.05
2023-10-27,Kitchen & Cooking,4342.22
2023-10-27,Small Electronics,9331.46
2023-10-27,Stationery,435.22
2023-10-27,Utensils,2366.74
2023-10-28,Utensils,4051.68
2023-10-28,Stationery,822.42
2023-10-28,Small Electronics,1184.49
2023-10-28,Kitchen & Cooking,7094.030000000001
2023-10-28,Home Essentials,3586.58
2023-10-28,Clothing,6852.74
2023-10-28,Books,1024.84
2023-10-28,Food,18923.7
2023-10-29,Books,1370.77
2023-10-29,Clothing,6797.8099999999995
2023-10-29,Food,16350.15
2023-10-29,Home Essentials,4405.6900000000005
2023-10-29,Kitchen & Cooking,2431.08
2023-10-29,Small Electronics,4361.83
2023-10-29,Stationery,1640.04
2023-10-29,Utensils,3086.22
2023-10-30,Small Electronics,3370.77
2023-10-30,Stationery,2759.55
2023-10-30,Kitchen & Cooking,0.0
2023-10-30,Utensils,6908.01
2023-10-30,Food,21059.51
2023-10-30,Clothing,6676.860000000001
2023-10-30,Books,693.49
2023-10-30,Home Essentials,8253.48
2023-10-31,Stationery,1279.41
2023-10-31,Small Electronics,4849.8
2023-10-31,Kitchen & Cooking,814.9
2023-10-31,Utensils,2071.2
2023-10-31,Food,15422.890000000001
2023-10-31,Clothing,4630.450000000001
2023-10-31,Books,683.87
2023-10-31,Home Essentials,2776.98
2023-11-01,Books,1642.92
2023-11-01,Clothing,5649.5
2023-11-01,Food,18846.16
2023-11-01,Home Essentials,1923.37
2023-11-01,Kitchen & Cooking,1464.34
2023-11-01,Small Electronics,2903.6200000000003
2023-11-01,Stationery,1016.06
2023-11-01,Utensils,1146.21
2023-11-02,Small Electronics,3825.0099999999998
2023-11-02,Stationery,1362.76
2023-11-02,Kitchen & Cooking,3191.33
2023-11-02,Utensils,7227.19
2023-11-02,Food,17789.97
2023-11-02,Clothing,8811.91
2023-11-02,Books,1642.9499999999998
2023-11-02,Home Essentials,5074.17
2023-11-03,Books,692.08
2023-11-03,Clothing,4881.28
2023-11-03,Food,20041.03
2023-11-03,Home Essentials,2035.9
2023-11-03,Kitchen & Cooking,2232.59
2023-11-03,Small Electronics,10450.95
2023-11-03,Stationery,583.28
2023-11-03,Utensils,3633.55
2023-11-04,Utensils,2606.03
2023-11-04,Stationery,1793.58
2023-11-04,Small Electronics,2532.36
2023-11-04,Kitchen & Cooking,2837.15
2023-11-04,Home Essentials,3104.06
2023-11-04,Clothing,4187.76
2023-11-04,Books,851.57
2023-11-04,Food,14379.17
2023-11-05,Books,648.9
2023-11-05,Clothing,8328.7
2023-11-05,Food,19392.010000000002
2023-11-05,Home Essentials,4765.610000000001
2023-11-05,Kitchen & Cooking,5342.54
2023-11-05,Small Electronics,5302.860000000001
2023-11-05,Stationery,1029.23
2023-11-05,Utensils,3843.43
2023-11-06,Small Electronics,4383.82
2023-11-06,Utensils,2474.27
2023-11-06,Stationery,1640.65
2023-11-06,Kitchen & Cooking,7484.110000000001
2023-11-06,Home Essentials,2428.0099999999998
2023-11-06,Food,21430.53
2023-11-06,Clothing,3079.38
2023-11-06,Books,1355.8
2023-11-07,Stationery,2550.84
2023-11-07,Small Electronics,4566.1
2023-11-07,Kitchen & Cooking,3023.38
2023-11-07,Utensils,1376.56
2023-11-07,Food,17852.26
2023-11-07,Clothing,6948.41
2023-11-07,Books,862.5
2023-11-07,Home Essentials,2738.33
2023-11-08,Books,1336.66
2023-11-08,Clothing,8877.86
2023-11-08,Food,22335.4
2023-11-08,Home Essentials,6925.95
2023-11-08,Kitchen & Cooking,4431.68
2023-11-08,Small Electronics,557.22
2023-11-08,Stationery,934.11
2023-11-08,Utensils,5614.68
2023-11-09,Small Electronics,7722.9800000000005
2023-11-09,Stationery,2710.57
2023-11-09,Kitchen & Cooking,4257.17
2023-11-09,Utensils,3643.05
2023-11-09,Food,22648.63
2023-11-09,Clothing,5019.62
2023-11-09,Books,1095.5
2023-11-09,Home Essentials,3662.31
2023-11-10,Books,982.46
2023-11-10,Clothing,6774.889999999999
2023-11-10,Food,20344.22
2023-11-10,Home Essentials,1700.03
2023-11-10,Kitchen & Cooking,1849.91
2023-11-10,Small Electronics,5010.16
2023-11-10,Stationery,1885.0100000000002
2023-11-10,Utensils,2999.79
2023-11-11,Utensils,3972.4700000000003
2023-11-11,Stationery,1572.7099999999998
2023-11-11,Small Electronics,12248.59
2023-11-11,Kitchen & Cooking,5765.59
2023-11-11,Home Essentials,3231.65
2023-11-11,Clothing,10931.47
2023-11-11,Books,1634.91
2023-11-11,Food,22237.7
2023-11-12,Books,3218.28
2023-11-12,Clothing,5419.82
2023-11-12,Food,28233.850000000002
2023-11-12,Home Essentials,4133.18
2023-11-12,Kitchen & Cooking,5814.860000000001
2023-11-12,Small Electronics,5187.7300000000005
2023-11-12,Stationery,968.31
2023-11-12,Utensils,2217.41
2023-11-13,Small Electronics,1604.39
2023-11-13,Stationery,1655.96
2023-11-13,Kitchen & Cooking,1167.96
2023-11-13,Utensils,988.41
2023-11-13,Food,18001.67
2023-11-13,Clothing,2865.96
2023-11-13,Books,2435.43
2023-11-13,Home Essentials,3284.01
2023-11-14,Stationery,1789.48
2023-11-14,Small Electronics,2727.52
2023-11-14,Kitchen & Cooking,3734.1800000000003
2023-11-14,Utensils,3646.71
2023-11-14,Food,20670.11
2023-11-14,Clothing,9474.48
2023-11-14,Books,2724.22
2023-11-14,Home Essentials,2857.5299999999997
2023-11-15,Books,741.05
2023-11-15,Clothing,11107.98
2023-11-15,Food,21519.61
2023-11-15,Home Essentials,7459.87
2023-11-15,Kitchen & Cooking,4046.33
2023-11-15,Small Electronics,7990.81
2023-11-15,Stationery,786.27
2023-11-15,Utensils,2700.43
2023-11-16,Small Electronics,0.0
2023-11-16,Stationery,989.87
2023-11-16,Kitchen & Cooking,426.83000000000004
2023-11-16,Utensils,2880.28
2023-11-16,Food,13092.55
2023-11-16,Clothing,5441.54
2023-11-16,Books,2191.5299999999997
2023-11-16,Home Essentials,5711.64
2023-11-17,Books,921.52
2023-11-17,Clothing,7208.72
2023-11-17,Food,11940.46
2023-11-17,Home Essentials,2560.2
2023-11-17,Kitchen & Cooking,4215.7
2023-11-17,Small Electronics,2024.11
2023-11-17,Stationery,882.1
2023-11-17,Utensils,2069.63
2023-11-18,Utensils,3163.67
2023-11-18,Stationery,1868.56
2023-11-18,Small Electronics,2196.61
2023-11-18,Kitchen & Cooking,2337.9700000000003
2023-11-18,Home Essentials,5547.469999999999
2023-11-18,Clothing,11153.0
2023-11-18,Books,258.9
2023-11-18,Food,14024.87
2023-11-19,Books,1176.78
2023-11-19,Clothing,5302.09
2023-11-19,Food,12981.25
2023-11-19,Home Essentials,2009.5
2023-11-19,Kitchen & Cooking,7704.67
2023-11-19,Small Electronics,3634.6499999999996
2023-11-19,Stationery,1780.48
2023-11-19,Utensils,3891.92
2023-11-20,Small Electronics,3657.8099999999995
2023-11-20,Stationery,2694.2
2023-11-20,Kitchen & Cooking,2247.63
2023-11-20,Utensils,1158.72
2023-11-20,Food,14361.2
2023-11-20,Books,3288.02
2023-11-20,Home Essentials,3716.52
2023-11-20,Clothing,6774.75
2023-11-21,Books,748.44
2023-11-21,Clothing,4079.8199999999997
2023-11-21,Food,12187.9
2023-11-21,Home Essentials,1947.1599999999999
2023-11-21,Kitchen & Cooking,9009.75
2023-11-21,Small Electronics,3477.13
2023-11-21,Stationery,1405.24
2023-11-21,Utensils,3739.84
2023-11-22,Small Electronics,3548.7400000000002
2023-11-22,Utensils,3312.66
2023-11-22,Stationery,1593.04
2023-11-22,Kitchen & Cooking,3887.38
2023-11-22,Home Essentials,2660.9
2023-11-22,Food,14394.02
2023-11-22,Clothing,4921.87
2023-11-22,Books,916.8599999999999
2023-11-23,Books,685.78
2023-11-23,Clothing,6279.64
2023-11-23,Food,16755.31
2023-11-23,Home Essentials,4864.51
2023-11-23,Kitchen & Cooking,3995.99
2023-11-23,Small Electronics,8706.48
2023-11-23,Stationery,1180.16
2023-11-23,Utensils,3698.23
2023-11-24,Stationery,1542.46
2023-11-24,Small Electronics,2906.44
2023-11-24,Kitchen & Cooking,2841.65
2023-11-24,Utensils,3070.34
2023-11-24,Home Essentials,3006.61
2023-11-24,Clothing,6872.71
2023-11-24,Books,674.36
2023-11-24,Food,17299.49
2023-11-25,Books,226.06
2023-11-25,Clothing,5714.35
2023-11-25,Food,18386.55
2023-11-25,Home Essentials,4880.21
2023-11-25,Kitchen & Cooking,2485.1
2023-11-25,Small Electronics,4953.92
2023-11-25,Stationery,1524.3200000000002
2023-11-25,Utensils,1364.04
2023-11-26,Utensils,2246.3
2023-11-26,Stationery,3377.38
2023-11-26,Small Electronics,4487.21
2023-11-26,Kitchen & Cooking,4012.64
2023-11-26,Home Essentials,2628.29
2023-11-26,Clothing,2420.68
2023-11-26,Books,616.97
2023-11-26,Food,13853.6
2023-11-27,Books,833.61
2023-11-27,Clothing,9008.15
2023-11-27,Food,9549.59
2023-11-27,Home Essentials,3152.69
2023-11-27,Kitchen & Cooking,1223.43
2023-11-27,Small Electronics,3318.88
2023-11-27,Stationery,1624.97
2023-11-27,Utensils,3788.14
2023-11-28,Stationery,877.3100000000001
2023-11-28,Utensils,7247.87
2023-11-28,Small Electronics,7755.9800000000005
2023-11-28,Kitchen & Cooking,2516.19
2023-11-28,Home Essentials,2848.45
2023-11-28,Food,17455.9
2023-11-28,Clothing,7469.61
2023-11-28,Books,219.88
2023-11-29,Stationery,1449.83
2023-11-29,Small Electronics,2607.34
2023-11-29,Kitchen & Cooking,3171.86
2023-11-29,Utensils,1194.5900000000001
2023-11-29,Food,10310.62
2023-11-29,Clothing,6067.6900000000005
2023-11-29,Books,2791.7
2023-11-29,Home Essentials,3284.25
2023-11-30,Books,1243.3600000000001
2023-11-30,Clothing,1221.3700000000001
2023-11-30,Food,16846.33
2023-11-30,Home Essentials,3520.63
2023-11-30,Kitchen & Cooking,1650.61
2023-11-30,Small Electronics,9546.54
2023-11-30,Stationery,1921.8799999999999
2023-11-30,Utensils,3291.66
2023-12-01,Small Electronics,3319.0
2023-12-01,Stationery,432.53
2023-12-01,Kitchen & Cooking,3109.94
2023-12-01,Utensils,1199.73
2023-12-01,Food,13721.07
2023-12-01,Clothing,8366.810000000001
2023-12-01,Books,631.73
2023-12-01,Home Essentials,3219.4
2023-12-02,Books,2362.0
2023-12-02,Clothing,6085.24
2023-12-02,Food,20104.2
2023-12-02,Home Essentials,5359.49
2023-12-02,Kitchen & Cooking,7493.09
2023-12-02,Small Electronics,4956.95
2023-12-02,Stationery,1617.59
2023-12-02,Utensils,3281.32
2023-12-03,Utensils,1903.2399999999998
2023-12-03,Stationery,2261.1099999999997
2023-12-03,Small Electronics,6459.38
2023-12-03,Kitchen & Cooking,3594.3600000000006
2023-12-03,Home Essentials,6347.68
2023-12-03,Clothing,6330.21
2023-12-03,Books,0.0
2023-12-03,Food,17345.28
2023-12-04,Books,579.13
2023-12-04,Clothing,10917.58
2023-12-04,Food,17941.63
2023-12-04,Home Essentials,2921.81
2023-12-04,Kitchen & Cooking,2148.01
2023-12-04,Small Electronics,11850.27
2023-12-04,Stationery,2068.7
2023-12-04,Utensils,2129.2200000000003
2023-12-05,Small Electronics,2674.85
2023-12-05,Utensils,4053.7700000000004
2023-12-05,Stationery,2043.71
2023-12-05,Kitchen & Cooking,7428.92
2023-12-05,Home Essentials,4752.37
2023-12-05,Food,13087.25
2023-12-05,Clothing,6869.33
2023-12-05,Books,1599.74
2023-12-06,Books,1727.17
2023-12-06,Clothing,13495.9
2023-12-06,Food,15319.56
2023-12-06,Home Essentials,3858.63
2023-12-06,Kitchen & Cooking,1277.13
2023-12-06,Small Electronics,1973.34
2023-12-06,Stationery,2479.27
2023-12-06,Utensils,2945.58
2023-12-07,Utensils,4554.75
2023-12-07,Stationery,2325.18
2023-12-07,Small Electronics,2552.42
2023-12-07,Kitchen & Cooking,3586.0699999999997
2023-12-07,Food,14997.85
2023-12-07,Clothing,3724.77
2023-12-07,Books,1755.69
2023-12-07,Home Essentials,1280.3000000000002
2023-12-08,Books,1046.78
2023-12-08,Clothing,3992.75
2023-12-08,Food,12779.17
2023-12-08,Home Essentials,4328.16
2023-12-08,Kitchen & Cooking,3208.93
2023-12-08,Small Electronics,3739.42
2023-12-08,Stationery,2211.6800000000003
2023-12-08,Utensils,2221.54
2023-12-09,Small Electronics,4717.1
2023-12-09,Utensils,3085.55
2023-12-09,Stationery,1810.81
2023-12-09,Kitchen & Cooking,3238.3599999999997
2023-12-09,Books,535.26
2023-12-09,Food,16961.64
2023-12-09,Clothing,4697.27
2023-12-09,Home Essentials,3792.4399999999996
2023-12-10,Books,1010.88
2023-12-10,Clothing,4373.78
2023-12-10,Food,17601.63
2023-12-10,Home Essentials,2802.2599999999998
2023-12-10,Kitchen & Cooking,10341.31
2023-12-10,Small Electronics,7494.5599999999995
2023-12-10,Stationery,2101.02
2023-12-10,Utensils,2860.07
2023-12-11,Utensils,3910.36
2023-12-11,Stationery,1467.53
2023-12-11,Small Electronics,2656.22
2023-12-11,Kitchen & Cooking,3167.68
2023-12-11,Books,1699.58
2023-12-11,Food,14136.36
2023-12-11,Clothing,3329.81
2023-12-11,Home Essentials,5220.49
2023-12-12,Small Electronics,6328.43
2023-12-12,Utensils,4369.7300000000005
2023-12-12,Stationery,1250.77
2023-12-12,Home Essentials,3557.0099999999998
2023-12-12,Clothing,5415.3
2023-12-12,Food,11068.85
2023-12-12,Kitchen & Cooking,3249.4
2023-12-12,Books,1957.61
2023-12-13,Books,0.0
2023-12-13,Clothing,8671.35
2023-12-13,Food,13030.27
2023-12-13,Home Essentials,780.9300000000001
2023-12-13,Kitchen & Cooking,4741.58
2023-12-13,Small Electronics,2617.1400000000003
2023-12-13,Stationery,2467.25
2023-12-13,Utensils,320.87
2023-12-14,Utensils,4255.0
2023-12-14,Stationery,2251.16
2023-12-14,Small Electronics,1064.48
2023-12-14,Kitchen & Cooking,1618.45
2023-12-14,Food,13002.09
2023-12-14,Clothing,4327.33
2023-12-14,Books,1182.75
2023-12-14,Home Essentials,3402.21
2023-12-15,Books,1036.9
2023-12-15,Clothing,8536.039999999999
2023-12-15,Food,16783.48
2023-12-15,Home Essentials,4112.79
2023-12-15,Kitchen & Cooking,0.0
2023-12-15,Small Electronics,568.1
2023-12-15,Stationery,1779.89
2023-12-15,Utensils,3096.74
2023-12-16,Small Electronics,1489.96
2023-12-16,Utensils,3100.0
2023-12-16,Stationery,1491.23
2023-12-16,Kitchen & Cooking,0.0
2023-12-16,Books,699.4200000000001
2023-12-16,Food,17244.14
2023-12-16,Clothing,7591.77
2023-12-16,Home Essentials,3468.1800000000003
2023-12-17,Books,2309.91
2023-12-17,Clothing,8426.28
2023-12-17,Food,14372.99
2023-12-17,Home Essentials,3761.98
2023-12-17,Kitchen & Cooking,7495.22
2023-12-17,Small Electronics,1998.72
2023-12-17,Stationery,2423.95
2023-12-17,Utensils,6192.5
2023-12-18,Utensils,2395.06
2023-12-18,Stationery,1321.88
2023-12-18,Small Electronics,0.0
2023-12-18,Kitchen & Cooking,8666.17
2023-12-18,Books,732.3499999999999
2023-12-18,Food,16430.43
2023-12-18,Clothing,3935.75
2023-12-18,Home Essentials,3111.08
2023-12-19,Utensils,1357.05
2023-12-19,Stationery,1962.18
2023-12-19,Small Electronics,1161.74
2023-12-19,Kitchen & Cooking,5021.69
2023-12-19,Food,16603.28
2023-12-19,Clothing,1384.85
2023-12-19,Books,1244.7
2023-12-19,Home Essentials,3522.24
2023-12-20,Stationery,351.57
2023-12-20,Small Electronics,8638.11
2023-12-20,Kitchen & Cooking,1262.05
2023-12-20,Utensils,3037.6
2023-12-20,Food,16278.04
2023-12-20,Clothing,4604.5599999999995
2023-12-20,Books,1947.5900000000001
2023-12-20,Home Essentials,2101.31
2023-12-21,Books,1418.72
2023-12-21,Clothing,7213.89
2023-12-21,Food,17394.920000000002
2023-12-21,Home Essentials,3853.1800000000003
2023-12-21,Kitchen & Cooking,4067.7
2023-12-21,Small Electronics,5483.7
2023-12-21,Stationery,1854.51
2023-12-21,Utensils,810.54
2023-12-22,Small Electronics,2548.76
2023-12-22,Utensils,1580.52
2023-12-22,Kitchen & Cooking,6193.53
2023-12-22,Stationery,770.0300000000001
2023-12-22,Food,15204.119999999999
2023-12-22,Clothing,11334.26
2023-12-22,Books,4061.77
2023-12-22,Home Essentials,3336.81
2023-12-23,Books,938.53
2023-12-23,Clothing,8781.48
2023-12-23,Food,20841.11
2023-12-23,Home Essentials,3431.51
2023-12-23,Kitchen & Cooking,1207.8
2023-12-23,Small Electronics,2463.8900000000003
2023-12-23,Stationery,1543.6599999999999
2023-12-23,Utensils,2757.81
2023-12-24,Utensils,4601.67
2023-12-24,Stationery,933.11
2023-12-24,Small Electronics,4502.37
2023-12-24,Kitchen & Cooking,3915.51
2023-12-24,Clothing,2802.2799999999997
2023-12-24,Food,21924.45
2023-12-24,Books,1352.32
2023-12-24,Home Essentials,3455.02
2023-12-25,Stationery,1057.47
2023-12-25,Books,1016.54
2023-12-25,Clothing,3529.6499999999996
2023-12-25,Food,16466.39
2023-12-25,Home Essentials,3194.73
2023-12-25,Kitchen & Cooking,4888.96
2023-12-25,Small Electronics,9779.87
2023-12-25,Utensils,1469.8200000000002
2023-12-26,Utensils,4867.2300000000005
2023-12-26,Small Electronics,5135.0199999999995
2023-12-26,Kitchen & Cooking,256.65
2023-12-26,Stationery,1037.81
2023-12-26,Food,17221.329999999998
2023-12-26,Clothing,4420.27
2023-12-26,Home Essentials,2607.85
2023-12-26,Books,100.64
2023-12-27,Stationery,460.61
2023-12-27,Small Electronics,4342.639999999999
2023-12-27,Kitchen & Cooking,2541.3199999999997
2023-12-27,Utensils,1539.5
2023-12-27,Food,16255.85
2023-12-27,Clothing,4758.07
2023-12-27,Books,1375.8
2023-12-27,Home Essentials,4150.22
2023-12-28,Books,515.1700000000001
2023-12-28,Clothing,11147.21
2023-12-28,Food,12353.73
2023-12-28,Home Essentials,2442.76
2023-12-28,Kitchen & Cooking,5754.97
2023-12-28,Small Electronics,2844.46
2023-12-28,Stationery,2368.65
2023-12-28,Utensils,939.3
2023-12-29,Small Electronics,4832.84
2023-12-29,Stationery,499.20000000000005
2023-12-29,Kitchen & Cooking,1454.17
2023-12-29,Utensils,1003.59
2023-12-29,Food,15433.52
2023-12-29,Clothing,4255.66
2023-12-29,Books,268.88
2023-12-29,Home Essentials,2367.77
2023-12-30,Books,2491.61
2023-12-30,Clothing,2840.8
2023-12-30,Food,19712.09
2023-12-30,Home Essentials,5901.63
2023-12-30,Kitchen & Cooking,3573.2
2023-12-30,Small Electronics,8760.86
2023-12-30,Stationery,1667.09
2023-12-30,Utensils,3569.83
2023-12-31,Utensils,866.3199999999999
2023-12-31,Stationery,2510.97
2023-12-31,Small Electronics,5820.53
2023-12-31,Kitchen & Cooking,4044.22
2023-12-31,Home Essentials,4588.04
2023-12-31,Clothing,6981.73
2023-12-31,Books,1619.23
2023-12-31,Food,25725.989999999998
2024-01-01,Books,1723.1100000000001
2024-01-01,Clothing,4908.64
2024-01-01,Food,14948.55
2024-01-01,Home Essentials,4963.76
2024-01-01,Kitchen & Cooking,4298.91
2024-01-01,Small Electronics,2784.2999999999997
2024-01-01,Stationery,3388.02
2024-01-01,Utensils,713.68
2024-01-02,Small Electronics,1233.4
2024-01-02,Utensils,3425.65
2024-01-02,Stationery,1712.8500000000001
2024-01-02,Kitchen & Cooking,5783.5
2024-01-02,Home Essentials,3062.16
2024-01-02,Food,20686.61
2024-01-02,Clothing,6717.1
2024-01-02,Books,2807.67
2024-01-03,Stationery,1856.02
2024-01-03,Small Electronics,4321.9400000000005
2024-01-03,Kitchen & Cooking,6767.45
2024-01-03,Utensils,6713.17
2024-01-03,Food,15062.91
2024-01-03,Clothing,3980.56
2024-01-03,Books,1009.05
2024-01-03,Home Essentials,5311.93
2024-01-04,Books,1401.15
2024-01-04,Clothing,4707.13
2024-01-04,Food,20156.260000000002
2024-01-04,Home Essentials,2139.05
2024-01-04,Kitchen & Cooking,900.88
2024-01-04,Small Electronics,4310.25
2024-01-04,Stationery,2750.7200000000003
2024-01-04,Utensils,1991.63
2024-01-05,Small Electronics,6575.82
2024-01-05,Stationery,1047.07
2024-01-05,Kitchen & Cooking,7437.75
2024-01-05,Utensils,5944.15
2024-01-05,Food,14342.72
2024-01-05,Clothing,5129.02
2024-01-05,Books,2894.08
2024-01-05,Home Essentials,5051.04
2024-01-06,Books,0.0
2024-01-06,Clothing,4620.3
2024-01-06,Food,14674.52
2024-01-06,Home Essentials,2306.3
2024-01-06,Kitchen & Cooking,5410.280000000001
2024-01-06,Small Electronics,2186.96
2024-01-06,Stationery,1808.02
2024-01-06,Utensils,1290.31
2024-01-07,Utensils,5674.87
2024-01-07,Stationery,1486.67
2024-01-07,Small Electronics,5092.87
2024-01-07,Kitchen & Cooking,3683.33
2024-01-07,Home Essentials,4639.44
2024-01-07,Clothing,2997.53
2024-01-07,Books,671.1500000000001
2024-01-07,Food,18654.73
2024-01-08,Books,2721.41
2024-01-08,Clothing,9323.54
2024-01-08,Food,12246.8
2024-01-08,Home Essentials,4535.0599999999995
2024-01-08,Kitchen & Cooking,5470.73
2024-01-08,Small Electronics,2811.49
2024-01-08,Stationery,1569.12
2024-01-08,Utensils,1554.55
2024-01-09,Small Electronics,186.85
2024-01-09,Utensils,2852.81
2024-01-09,Kitchen & Cooking,2463.3199999999997
2024-01-09,Stationery,2472.91
2024-01-09,Food,17390.69
